TminInf,ToptInf,TmaxInf,RfactInf,ShapeInf,TminInfDir,ToptInfDir,TmaxInfDir,RfactInfDir,ShapeInfDir,RhminInf,RhoptInf
6,12,26,1,15,6,23,26,0.4,0.5,86,95
